country_code,year,LifeExpectancy_Female,LifeExpectancy_Male,LifeExpectancy_Total,LiteracyRate_AdultTotal,LiteracyRate_YouthTotal,Multidim_PovertyHeadcountRatio_UNDP,Multidim_PovertyHeadcountRatio_WorldBank,Water_BasicDrinkingServices_PercentofPop,Water_SafelyManagedDrinkingServices_PercentofPop,Water_BasicHandwashing_PercentofPop,Poverty_HeadcountRatio_NationalPovertyLines_Percent,Poverty_HeadcountRatio_SocietalPovertyLines_Percent,Unemployment_AdvancedEducation_Percent,Unemployment_BasicEducation_Percent,Unemployment_IntermediateEducation_Percent,Unemployment_Total_Percent,Unemployment_YouthTotal_Percent,country_name,region,Unemployment_AdvanceEducation_Percent
LMC,2021,68.47457836,64.67954233,66.50332555,76.48822784,91.26296234,0.0,20.5,88.81770179,63.17350646,66.53002068,0.0,32.6,15.10504918,5.694896336,10.62089713,6.164771141,17.79498119,Lower middle income,Other summary,13.638609954499998
LMC,2022,69.15072696,65.31515596,67.16591748,77.0826416,91.5725708,0.0,12.2,89.35610605,63.79932676,67.80454187,0.0,31.8,13.15004239,3.9853193,8.027088385,4.760427784,15.09590582,Lower middle income,Other summary,13.15004239
LMC,2023,0.0,0.0,0.0,77.63182068,91.83663177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Lower middle income,Other summary,0.0
LMY,2021,72.16080218,67.36686579,69.681449,84.65364075,91.70404053,0.0,18.0,88.86831652,68.27969798,71.50876173,0.0,29.7,0.0,0.0,0.0,6.397741368,17.19777479,Low & middle income,Other summary,0.0
LMY,2022,72.75894643,68.06599546,70.35008665,84.93734741,91.86737061,0.0,14.6,89.36639595,68.80597107,72.04654855,0.0,29.2,0.0,0.0,0.0,0.0,0.0,Low & middle income,Other summary,0.0
LMY,2023,0.0,0.0,0.0,85.17915344,91.97692108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Low & middle income,Other summary,0.0
LSO,2021,55.927,50.374,53.062,0.0,0.0,0.0,0.0,73.62876066,27.86573298,5.540652354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Lesotho,Sub-Saharan Africa,0.0
LSO,2022,55.923,50.319,53.036,82.01000214,89.73000336,0.0,0.0,73.97070851,28.21748742,5.571910567,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Lesotho,Sub-Saharan Africa,0.0
LSO,2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Lesotho,Sub-Saharan Africa,0.0
LTE,2021,79.55093214,73.403655,76.37233572,96.56439972,99.47371674,0.0,0.0,96.79001727,0.0,86.3916021955,0.0,0.0,0.0,0.0,0.0,5.846847809,16.4013248,Late-demographic dividend,Other summary,0.0
LTE,2022,80.21137088,74.16388999,77.10434994,96.6875,99.5087738,0.0,0.0,97.43579819,0.0,86.3916021955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Late-demographic dividend,Other summary,0.0
LTE,2023,0.0,0.0,0.0,96.80445862,99.53520203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Late-demographic dividend,Other summary,0.0
LTU,2021,78.8,69.5,74.03658537,99.83000183,99.94999695,0.0,0.4,98.02597266,94.95175037,0.0,20.9,13.1,4.044,16.096449999999997,9.287,7.112,14.311,Lithuania,Europe and Central Asia,4.044
LTU,2022,80.3,71.5,75.79268293,0.0,0.0,0.0,0.0,98.03940167,94.98149647,0.0,0.0,0.0,3.514,16.096449999999997,7.58,5.956,11.927,Lithuania,Europe and Central Asia,3.514
LTU,2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.793,16.096449999999997,8.93,6.841,13.812,Lithuania,Europe and Central Asia,3.793
LUX,2021,84.8,80.5,82.59756098,0.0,0.0,0.0,2.7,99.88300827,99.52723298,0.0,17.3,13.4,4.019,8.952,5.79,5.571,18.684,Luxembourg,Europe and Central Asia,4.019
LUX,2022,85.3,80.9,83.04634146,0.0,0.0,0.0,0.0,99.88594783,99.53408196,0.0,0.0,0.0,3.695,8.385,4.067,4.588,17.601,Luxembourg,Europe and Central Asia,3.695
LUX,2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9,8.638,5.422,5.184,18.817,Luxembourg,Europe and Central Asia,3.9
LVA,2021,78.0,68.2,72.9804878,99.88999939,99.81999969,0.0,0.5,98.8420438,96.8256719,0.0,22.5,14.7,4.482,15.484,8.826,7.513,14.791,Latvia,Europe and Central Asia,4.482
LVA,2022,79.6,69.8,74.5804878,0.0,0.0,0.0,0.0,98.89352739,97.11127226,0.0,22.5,0.0,3.736,14.31,8.096,6.815,15.275,Latvia,Europe and Central Asia,3.736
LVA,2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.313,13.283,7.871,6.465,12.323,Latvia,Europe and Central Asia,3.313
MAC,2021,87.948,82.823,85.399,97.11000061,99.79000092,0.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Macao SAR, China",East Asia and Pacific,0.0
MAC,2022,87.98,82.753,85.377,0.0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Macao SAR, China",East Asia and Pacific,0.0
MAC,2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Macao SAR, China",East Asia and Pacific,0.0
MAF,2021,83.624,77.254,80.379,0.0,0.0,0.0,0.0,99.92633383,96.62876481,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,St. Martin (French part),Latin America and the Caribbean,0.0
MAF,2022,83.658,77.502,80.55,0.0,0.0,0.0,0.0,99.92633383,96.62876481,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,St. Martin (French part),Latin America and the Caribbean,0.0
MAF,2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,St. Martin (French part),Latin America and the Caribbean,0.0
MAR,2021,76.398,71.893,74.042,0.0,0.0,0.0,0.0,86.84331424,74.59271296,0.0,0.0,0.0,25.34,14.64,13.117373194999997,12.106749999999998,28.631149999999998,Morocco,Middle East and North Africa,13.638609954499998
MAR,2022,77.177,72.896,74.973,77.34999847,98.51999664,0.0,0.0,87.01945849,74.82419935,0.0,0.0,0.0,25.85,13.05,13.117373194999997,11.79,28.631149999999998,Morocco,Middle East and North Africa,13.638609954499998
MAR,2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Morocco,Middle East and North Africa,0.0
MCO,2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Monaco,Europe and Central Asia,0.0
MCO,2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Monaco,Europe and Central Asia,0.0
MCO,2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Monaco,Europe and Central Asia,0.0
MDA,2021,73.547,64.443,68.846,99.59999847,99.69999695,0.0,0.2,91.58024326,74.85757103,0.0,24.5,11.2,1.222,0.487,0.809,0.794,1.8,Moldova,Europe and Central Asia,1.222
MDA,2022,73.32,64.217,68.621,0.0,0.0,0.0,0.0,92.02426809,75.22434212,0.0,31.1,0.0,1.349,0.661,0.885,0.909,2.921,Moldova,Europe and Central Asia,1.349
MDA,2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.077,1.244,1.546,1.57,4.08,Moldova,Europe and Central Asia,2.077
MDG,2021,66.87,62.234,64.485,74.68614197,82.38259888,68.4,0.0,52.70430719,21.49212838,23.47721334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Madagascar,Sub-Saharan Africa,0.0
MDG,2022,67.617,62.97,65.23,77.48000336,80.73000336,0.0,0.0,53.46588342,22.23922328,23.43563054,0.0,0.0,0.0,0.0,0.0,3.186,5.586,Madagascar,Sub-Saharan Africa,0.0
MDG,2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Madagascar,Sub-Saharan Africa,0.0
MDV,2021,81.019,79.082,79.918,97.86000061,99.43000031,0.0,0.0,99.56211426,0.0,86.3916021955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Maldives,South Asia,0.0
MDV,2022,81.844,80.065,80.839,0.0,0.0,0.0,0.0,99.55834608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Maldives,South Asia,0.0
MDV,2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Maldives,South Asia,0.0
MEA,2021,74.97765424,70.50109061,72.62384926,80.30119324,90.56874084,0.0,0.0,94.04521402,78.54247637,0.0,0.0,0.0,16.90657249,9.607682949,12.0731265,9.053261502,24.07386485,Middle East & North Africa,Region Summary,13.638609954499998
MEA,2022,75.41000395,70.99306704,73.09404598,80.61109924,90.7463913,0.0,0.0,94.09313739,78.48211112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Middle East & North Africa,Region Summary,0.0
MEA,2023,0.0,0.0,0.0,80.94914246,90.88581085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Middle East & North Africa,Region Summary,0.0
MEX,2021,74.864,66.056,70.213,0.0,0.0,4.1,0.0,99.54000271,42.96604199,86.3916021955,0.0,0.0,4.699,3.59,5.048,4.019,7.679,Mexico,Latin America and the Caribbean,4.699
MEX,2022,78.161,71.547,74.832,0.0,98.94999695,0.0,1.7,99.70642945,43.03787942,86.3916021955,36.3,22.5,4.045,2.827,4.021,3.256,6.495,Mexico,Latin America and the Caribbean,4.045
MEX,2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.432,2.426,3.342,2.765,5.88,Mexico,Latin America and the Caribbean,3.432
MHL,2021,67.2,63.692,65.269,0.0,0.0,0.0,0.0,85.27744254,0.0,85.09115835,0.0,0.0,1.814,12.795,9.449,9.823,24.913,Marshall Islands,East Asia and Pacific,1.814
MHL,2022,67.092,63.546,65.146,0.0,0.0,0.0,0.0,85.06373996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Marshall Islands,East Asia and Pacific,0.0
MHL,2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Marshall Islands,East Asia and Pacific,0.0
MIC,2021,73.02764068,68.23322693,70.54418829,86.65189362,94.26571655,0.0,0.0,92.5731311,0.0,77.75959454,0.0,0.0,0.0,0.0,0.0,6.461919283,17.7876075,Middle income,Other summary,0.0
MIC,2022,73.65166592,68.9733208,71.24818663,86.95844269,94.43456268,0.0,0.0,93.12128585,0.0,78.46713351,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Middle income,Other summary,0.0
MIC,2023,0.0,0.0,0.0,87.22839355,94.56331635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Middle income,Other summary,0.0
MKD,2021,75.5,71.1,73.24634146,0.0,0.0,0.0,0.0,97.84027221,80.41318215,0.0,0.0,0.0,11.736,16.096449999999997,13.117373194999997,12.106749999999998,28.631149999999998,North Macedonia,Europe and Central Asia,11.736
MKD,2022,76.74,72.22,74.42487805,0.0,0.0,0.0,0.0,97.84256181,80.44702587,0.0,0.0,0.0,9.586,16.096449999999997,13.117373194999997,12.106749999999998,28.631149999999998,North Macedonia,Europe and Central Asia,9.586
MKD,2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.016,16.096449999999997,13.117373194999997,12.106749999999998,28.631149999999998,North Macedonia,Europe and Central Asia,9.016
MLI,2021,60.331,57.618,58.941,0.0,0.0,0.0,51.3,82.2039904,0.0,17.16403804,44.6,38.5,0.0,0.0,0.0,0.0,0.0,Mali,Sub-Saharan Africa,0.0
MLI,2022,60.832,58.068,59.417,0.0,0.0,0.0,0.0,83.64946367,0.0,17.30086899,0.0,0.0,12.693,3.181,7.992,2.387,3.325,Mali,Sub-Saharan Africa,12.693
MLI,2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mali,Sub-Saharan Africa,0.0
MLT,2021,84.3,80.8,82.50731707,94.94000244,99.44999695,0.0,0.0,99.99999912,99.79004774,0.0,16.7,0.0,1.771,4.753,3.812,3.403,9.444,Malta,Middle East and North Africa,1.771
MLT,2022,84.8,80.7,82.7,0.0,0.0,0.0,0.0,100.0,99.77241553,0.0,0.0,0.0,2.09,3.28,3.416,2.929,8.271,Malta,Middle East and North Africa,2.09
MLT,2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.129,4.811,2.834,3.11,9.138,Malta,Middle East and North Africa,2.129
MMR,2021,69.001,62.546,65.672,0.0,0.0,0.0,0.0,82.33106172,57.32547563,74.54565074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Myanmar,East Asia and Pacific,0.0
MMR,2022,70.478,64.18,67.256,0.0,0.0,0.0,0.0,82.38444021,57.39649937,74.58558431,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Myanmar,East Asia and Pacific,0.0
MMR,2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Myanmar,East Asia and Pacific,0.0
MNA,2021,74.35100302,69.45074321,71.82242039,77.46595001,89.48410034,0.0,0.0,93.34015762,0.0,0.0,0.0,0.0,18.45515265,10.51539628,12.96315803,10.48010223,25.50803158,Middle East & North Africa (excluding high income),Region Summary,13.638609954499998
MNA,2022,74.7355142,69.8284405,72.21038363,77.89485931,89.71373749,0.0,0.0,93.37694796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Middle East & North Africa (excluding high income),Region Summary,0.0
MNA,2023,0.0,0.0,0.0,78.25939178,89.86395264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Middle East & North Africa (excluding high income),Region Summary,0.0
MNE,2021,77.0,70.8,73.82439024,98.98000336,99.05000305,0.0,0.0,98.86039399,85.09555958,0.0,20.3,20.8,12.89,16.096449999999997,0.0,12.106749999999998,28.631149999999998,Montenegro,Europe and Central Asia,12.89
MNE,2022,78.8,73.7,76.18780488,0.0,0.0,0.0,0.0,98.86387363,85.11891799,0.0,0.0,0.0,11.778,16.096449999999997,0.0,12.106749999999998,28.631149999999998,Montenegro,Europe and Central Asia,11.778
MNE,2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Montenegro,Europe and Central Asia,0.0
MNG,2021,75.696,66.537,70.975,0.0,0.0,0.0,0.0,82.81580975,38.33051581,86.36594172,0.0,0.0,7.733,5.359,9.221,7.871,16.54,Mongolia,East Asia and Pacific,7.733
MNG,2022,77.375,68.079,72.667,0.0,0.0,0.0,1.1,83.51122724,39.28015504,86.37693433,27.1,17.9,6.076,4.761,6.597,5.954,11.447,Mongolia,East Asia and Pacific,6.076
MNG,2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.805,4.252,6.564,5.178,11.603,Mongolia,East Asia and Pacific,3.805
MNP,2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,90.63917526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Northern Mariana Islands,East Asia and Pacific,0.0
MNP,2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,90.63917526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Northern Mariana Islands,East Asia and Pacific,0.0
MNP,2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Northern Mariana Islands,East Asia and Pacific,0.0
MOZ,2021,62.432,56.204,59.325,0.0,0.0,0.0,0.0,61.48093159,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mozambique,Sub-Saharan Africa,0.0
MOZ,2022,62.688,56.529,59.625,0.0,0.0,0.0,0.0,63.19536575,0.0,0.0,0.0,0.0,9.301,8.86,13.117373194999997,6.789,11.727,Mozambique,Sub-Saharan Africa,9.301
MOZ,2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mozambique,Sub-Saharan Africa,0.0
MRT,2021,66.098,62.666,64.364,66.95999908,76.48999786,0.0,0.0,76.0527122,0.0,43.12401096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mauritania,Sub-Saharan Africa,0.0
MRT,2022,66.447,62.965,64.691,0.0,0.0,0.0,0.0,77.81125869,0.0,41.7524087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mauritania,Sub-Saharan Africa,0.0
MRT,2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mauritania,Sub-Saharan Africa,0.0
MUS,2021,77.24,70.29,73.6802439,92.15000153,99.30000305,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,8.063,7.497,7.719,24.547,Mauritius,Sub-Saharan Africa,0.0
MUS,2022,77.1,70.1,73.51463415,0.0,0.0,0.0,0.0,99.99999955,0.0,0.0,0.0,0.0,0.0,6.153,6.385,6.322,21.436,Mauritius,Sub-Saharan Africa,0.0
MUS,2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.8,5.525,5.571,16.192,Mauritius,Sub-Saharan Africa,0.0
MWI,2021,66.469,59.493,62.904,0.0,0.0,0.0,0.0,71.07282907,17.11338747,15.30217362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Malawi,Sub-Saharan Africa,0.0
MWI,2022,66.326,59.58,62.898,68.08000183,76.79000092,0.0,0.0,71.87190978,17.75707962,15.30758864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Malawi,Sub-Saharan Africa,0.0
MWI,2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Malawi,Sub-Saharan Africa,0.0
MYS,2021,77.362,72.659,74.884,0.0,0.0,0.0,0.0,97.10941679,93.86336693,0.0,6.2,19.9,4.58,4.54,4.58,4.64,11.26,Malaysia,East Asia and Pacific,4.58
MYS,2022,78.799,73.955,76.26,96.0,99.0,0.0,0.0,97.15645919,93.94192081,0.0,0.0,0.0,3.47,3.59,4.08,3.93,11.73,Malaysia,East Asia and Pacific,3.47
MYS,2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Malaysia,East Asia and Pacific,0.0
NAC,2021,79.79320227,74.08980817,76.87266402,98.77716827,99.61460876,0.0,0.0,99.82545621,97.25161294,0.0,0.0,0.0,3.93181885,9.029092428,7.511757882,5.59214283,10.08979991,North America,Region Summary,3.93181885
NAC,2022,80.55809135,75.24768014,77.83876527,98.77941132,99.6149826,0.0,0.0,99.88649837,97.39354711,0.0,0.0,0.0,2.59992993,6.405808675,5.242185922,3.833520655,8.312564838,North America,Region Summary,2.59992993
NAC,2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.674178774,6.580379547,5.221834765,3.841815385,8.210433319,North America,Region Summary,2.674178774
NAM,2021,62.985,55.721,59.269,92.25,95.55000305,0.0,0.0,85.69866327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Namibia,Sub-Saharan Africa,0.0
NAM,2022,61.704,54.592,58.059,0.0,0.0,0.0,0.0,85.9121144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Namibia,Sub-Saharan Africa,0.0
NAM,2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Namibia,Sub-Saharan Africa,0.0
NCL,2021,83.082,75.361,79.12734146,0.0,0.0,0.0,0.0,99.53867299,96.86528541,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,New Caledonia,East Asia and Pacific,0.0
NCL,2022,84.612,77.525,80.98207317,0.0,0.0,0.0,0.0,99.53867299,96.86528541,0.0,0.0,0.0,3.372,16.096449999999997,11.889,10.71,28.631149999999998,New Caledonia,East Asia and Pacific,3.372
NCL,2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,New Caledonia,East Asia and Pacific,0.0
NER,2021,62.794,60.407,61.576,0.0,0.0,0.0,78.0,48.06025265,0.0,24.5917837,45.5,53.6,0.0,0.0,0.0,0.0,0.0,Niger,Sub-Saharan Africa,0.0
NER,2022,63.401,60.816,62.08,38.09999847,48.20999908,0.0,0.0,48.89607049,0.0,24.6168063,0.0,0.0,4.617,0.795,4.957,0.403,0.397,Niger,Sub-Saharan Africa,4.617
NER,2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Niger,Sub-Saharan Africa,0.0
NGA,2021,53.07,52.285,52.676,63.15554047,73.67276764,33.0,0.0,78.00019357,28.4210293,30.96015682,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Nigeria,Sub-Saharan Africa,0.0
NGA,2022,53.968,53.295,53.633,0.0,0.0,0.0,0.0,79.63940859,28.98488487,31.07882869,0.0,0.0,6.722,2.344,4.343,3.827,6.056,Nigeria,Sub-Saharan Africa,6.722
NGA,2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.168,2.306,3.286,3.074,5.183,Nigeria,Sub-Saharan Africa,6.168
NIC,2021,76.803,70.836,73.837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Nicaragua,Latin America and the Caribbean,0.0
NIC,2022,77.556,71.613,74.615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Nicaragua,Latin America and the Caribbean,0.0
NIC,2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Nicaragua,Latin America and the Caribbean,0.0
NLD,2021,83.0,79.7,81.3097561,0.0,0.0,0.0,1.6,100.0,99.9690763,0.0,14.5,8.8,2.812,7.407,3.937,4.209,9.324,Netherlands,Europe and Central Asia,2.812
NLD,2022,83.2,80.3,81.71463415,0.0,0.0,0.0,0.0,99.99999744,99.96789119,0.0,0.0,0.0,2.547,5.7,3.348,3.526,7.633,Netherlands,Europe and Central Asia,2.547
NLD,2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.737,5.739,3.216,3.537,8.249,Netherlands,Europe and Central Asia,2.737
NOR,2021,84.7,81.7,83.16341463,0.0,0.0,0.0,0.0,100.0,98.87739581,0.0,12.2,0.0,2.635,10.644,3.37,4.359,12.883,Norway,Europe and Central Asia,2.635
NOR,2022,84.2,81.0,82.56097561,0.0,0.0,0.0,0.0,100.0,98.82311034,0.0,0.0,0.0,1.872,7.885,2.518,3.231,9.929,Norway,Europe and Central Asia,1.872
NOR,2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.152,9.145,2.528,3.573,11.005,Norway,Europe and Central Asia,2.152
NPL,2021,70.362,66.574,68.45,71.15000153,94.18000031,0.0,0.0,91.24225081,16.07690087,63.47675353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Nepal,South Asia,0.0
NPL,2022,72.364,68.608,70.484,0.0,0.0,0.0,2.2,91.23509651,16.11663714,63.5428419,20.3,19.8,0.0,0.0,0.0,0.0,0.0,Nepal,South Asia,0.0
NPL,2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Nepal,South Asia,0.0
NRU,2021,67.303,60.261,63.617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.283,5.756,4.582,5.056,12.026,Nauru,East Asia and Pacific,2.283
NRU,2022,67.841,60.52,64.014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Nauru,East Asia and Pacific,0.0
NRU,2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Nauru,East Asia and Pacific,0.0
NZL,2021,84.0,80.5,82.20731707,0.0,0.0,0.0,0.0,99.99999623,99.99999623,0.0,0.0,0.0,0.0,0.0,0.0,3.776,10.482,New Zealand,East Asia and Pacific,0.0
NZL,2022,84.4,81.2,82.76097561,0.0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,3.297,9.351,New Zealand,East Asia and Pacific,0.0
NZL,2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.731,10.719,New Zealand,East Asia and Pacific,0.0
OED,2021,81.7016577,75.7994908,78.66387166,0.0,99.26622772,0.0,0.0,99.25045931,91.29440756,0.0,0.0,0.0,6.539929337,11.0953102,9.396741522,6.190876381,13.65623182,OECD members,Other summary,6.539929337
OED,2022,82.41052774,76.95618085,79.62812981,0.0,99.28530884,0.0,0.0,99.29249953,91.33405171,0.0,0.0,0.0,5.29810461,9.611180495,7.809377951,4.989960507,11.607942,OECD members,Other summary,5.29810461
OED,2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.931140546,9.256012034,7.391326081,4.828981561,11.25169456,OECD members,Other summary,4.931140546
OMN,2021,74.716,70.984,72.541,0.0,0.0,0.0,0.0,92.30971939,90.71065215,86.3916021955,0.0,0.0,4.52,0.37,3.18,1.9,0.0,Oman,Middle East and North Africa,4.52
OMN,2022,76.046,72.356,73.935,97.0,100.0,0.0,0.0,92.43996876,90.85174913,0.0,0.0,0.0,0.0,0.0,0.0,3.3,0.0,Oman,Middle East and North Africa,0.0
OMN,2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Oman,Middle East and North Africa,0.0
OSS,2021,74.83410225,70.25297432,72.38749194,85.909729,90.57785797,0.0,0.0,93.02260445,0.0,0.0,0.0,0.0,0.0,16.096449999999997,13.117373194999997,8.519926123,22.1100951,Other small states,Region Summary,0.0
OSS,2022,75.29297631,70.8015861,72.8992436,86.01009369,90.75409698,0.0,0.0,93.26560371,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Other small states,Region Summary,0.0
